,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,lat,lng,pca_x,pca_y,cluster
5446,Brooklyn,Old Mill Basin,21 OFFICE BUILDINGS                        ,4,7902,38,O7,5702 AVENUE N,11234,0,6,6,10000,15565,1964,4,O7,2638000,40.61935154,-73.91990133,1.960289534165245,12.346816369371235,7
39,Manhattan,Chelsea,26 OTHER HOTELS                            ,4,753,33,H8,305 WEST 29TH   STREET,10001,0,1,1,2271,5260,1900,4,H8,4300000,40.74930521,-73.99629263,-3.441295475877723,2.849619197587381,4
7202,Queens,Ridgewood,02 TWO FAMILY DWELLINGS                    ,1,3501,19,B1,59-22 MADISON STREET,11385,2,0,2,2030,3300,1901,1,B1,855000,40.70600698,-73.90158451,-2.8170122582061543,-0.0903884634841662,1
4141,Brooklyn,East New York,02 TWO FAMILY DWELLINGS                    ,1,3806,6,B9,497 PENNSYLVANIA AVENUE,11207,2,0,2,2000,2700,1901,1,B9,262300,40.66503462,-73.89408805,-3.0713161432983416,-0.4763287526668907,1
4682,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,4666,46,B1,995 WILLMOHR STREET,11212,2,0,2,2000,2460,1950,1,B1,500000,40.65507961,-73.92080725,-3.115703985531788,-0.4354827192265263,1
5506,Brooklyn,Park Slope,02 TWO FAMILY DWELLINGS                    ,1,1095,67,B9,607 11TH STREET,11215,2,0,2,1875,2268,1899,1,B9,2926000,40.66404982,-73.97914145,-2.773118981236172,0.08664301552062817,8
5044,Brooklyn,Madison,01 ONE FAMILY DWELLINGS                    ,1,6837,36,A5,1870 BROWN STREET,11229,1,0,1,1800,1890,1930,1,A5,760000,40.60588916,-73.94098858,-4.237278877134775,-0.19839577209219786,2
5405,Brooklyn,Ocean Parkway-South,02 TWO FAMILY DWELLINGS                    ,1,7193,64,B2,2435 WEST 3RD STREET,11223,2,0,2,2000,2592,1930,1,B2,1080000,40.58934873,-73.97280586,-2.9902233027128826,-0.2388909081688505,2
2889,Brooklyn,Borough Park,02 TWO FAMILY DWELLINGS                    ,1,5532,45,S2,6218 18 AVENUE,11204,2,1,3,1600,3720,1931,1,S2,1400000,40.62049691,-73.9888324,-2.5557104876852708,-0.055213333629769774,11
6172,Queens,Astoria,03 THREE FAMILY DWELLINGS                  ,1,796,65,C0,41-21 DITMARS BOULEVARD,11105,3,0,3,1600,3040,1960,1,C0,215000,40.77193315,-73.90472664,-2.147146590876296,-1.1837452609826538,9
6790,Queens,Jackson Heights,01 ONE FAMILY DWELLINGS                    ,1,1444,53,A5,34-31 83RD   STREET,11372,1,0,1,2042,2244,1935,1,A5,1195000,40.75284856,-73.88389826,-3.9926040432220873,0.2467621992241649,9
4804,Brooklyn,Fort Greene,03 THREE FAMILY DWELLINGS                  ,1,2006,167,C0,452 CARLTON AVE,11238,3,0,3,1960,2700,1996,1,C0,600000,40.68372966,-73.97099547,-2.095973921427637,-0.841478455223606,9
1580,Bronx,Parkchester,03 THREE FAMILY DWELLINGS                  ,1,3919,2,C0,1502 ST LAWRENCE AVENUE,10460,3,0,3,2375,3906,1910,1,C0,585000,40.83817676,-73.86821722,-1.6271969267654398,-0.20734900083888305,5
5903,Brooklyn,Williamsburg-Central,07 RENTALS - WALKUP APARTMENTS             ,2B,2220,34,C1,54 HARRISON AVENUE,11211,9,0,9,2360,7200,1931,2,C1,453000,40.70536469,-73.95300124,4.941694794873935,-2.339638920591042,8
7088,Queens,Queens Village,03 THREE FAMILY DWELLINGS                  ,1,7970,116,C0,89-45 PONTIAC STREET,11427,3,0,3,2067,3047,1975,1,C0,749000,40.72847611,-73.73435991,-1.9499958075303403,-0.6230854389538442,11
4806,Brooklyn,Fort Greene,03 THREE FAMILY DWELLINGS                  ,1,2072,32,C0,158 CARLTON AVENUE,11205,3,0,3,2000,2200,1899,1,C0,1800000,40.69290158,-73.97282828,-1.956782742719112,-0.6840077507791266,3
416,Manhattan,Harlem-Upper,07 RENTALS - WALKUP APARTMENTS             ,2A,2074,117,C3,519 WEST 142 STREET,10031,4,0,4,1599,2637,1926,2,C3,2250000,40.82390021,-73.95033995,-0.9097512222847509,-1.241357072536151,8
6587,Queens,Flushing-North,02 TWO FAMILY DWELLINGS                    ,1,4818,3,B1,25-17 150TH STREET,11354,2,0,2,1900,2680,1945,1,B1,1100000,40.77526273,-73.81498492,-2.9741738211050524,-0.2758469702261845,0
3787,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1256,1,S2,271 NEW YORK AVENUE,11216,2,1,3,2231,4530,1905,1,S2,1500000,40.67076337,-73.94760811,-2.1488799951475785,0.7237998086597737,4
5788,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,808,46,B9,563 53RD STREET,11220,2,0,2,2003,3180,1910,1,B9,1300000,40.64236101,-74.01025538,-2.7929632667073787,-0.007508163627080616,8
4389,Brooklyn,Flatbush-Central,02 TWO FAMILY DWELLINGS                    ,1,5193,32,B1,362 EAST 28TH STREET,11226,2,0,2,2050,2080,1899,1,B1,430000,40.64159420000001,-73.95052836,-3.1778035860664,-0.5742934005059633,11
4161,Brooklyn,East New York,02 TWO FAMILY DWELLINGS                    ,1,4041,35,B1,402 VAN SICLEN AVENUE,11207,2,0,2,1900,2000,1920,1,B1,370000,40.66968029,-73.88959536,-3.2568733009065247,-0.7237242423930164,0
3597,Brooklyn,Carroll Gardens,07 RENTALS - WALKUP APARTMENTS             ,2A,355,12,C3,160 CARROLL STREET,11231,4,0,4,2000,3027,1900,2,C3,3150000,40.68186206,-73.99961104,-0.569423692953801,-0.5430762237550828,3
42,Manhattan,Chinatown,07 RENTALS - WALKUP APARTMENTS             ,2,277,2,C7,77 MADISON STREET,10002,28,2,30,5029,21274,1918,2,C7,4250000,40.71214546,-73.99637607,28.60990337047509,-4.373642422685449,8
7132,Queens,Richmond Hill,02 TWO FAMILY DWELLINGS                    ,1,9399,26,B2,94-42 114TH   STREET,11419,2,0,2,1840,2030,1901,1,B2,560000,40.69163135,-73.8316147,-3.2243873325784125,-0.7244432606498042,7
3423,Brooklyn,Bushwick,07 RENTALS - WALKUP APARTMENTS             ,1,3383,20,B1,204 CORNELIA STREET,11221,2,0,2,1800,3240,1905,2,C3,1300000,40.69243325,-73.91327927,-2.828084795573238,-0.16309654390195952,5
1844,Bronx,Wakefield,30 WAREHOUSES                              ,4,5084,30,E1,4550 WHITE PLAINS ROAD,10470,0,1,1,11500,12450,1927,4,E1,1500000,40.90120833,-73.85200466,0.4169178066748219,11.898129430665447,11
3175,Brooklyn,Brownsville,22 STORE BUILDINGS                         ,4,3511,80,K4,63 SUTTER AVENUE,11212,1,1,2,1950,3730,1930,4,K4,595000,40.66570627,-73.92012452,-3.5534368753800982,0.5129828319170485,1
4025,Brooklyn,Cypress Hills,03 THREE FAMILY DWELLINGS                  ,1,4101,19,C0,666 JAMAICA AVE,11208,3,0,3,3021,3960,1901,1,C0,675000,40.68649726,-73.87971061,-1.4405876278078809,0.36361562962561583,1
6654,Queens,Flushing-South,02 TWO FAMILY DWELLINGS                    ,1,6388,50,B3,61-28 MAIN STREET,11367,2,0,2,1862,1928,1945,1,B3,850000,40.74125935,-73.8252054,-3.2092041149297796,-0.6115378455986143,11
4489,Brooklyn,Flatbush-East,01 ONE FAMILY DWELLINGS                    ,1,7813,131,A2,4110 HUBBARD PLACE,11210,1,0,1,1400,1669,1935,1,A2,380000,40.62500775,-73.93515541,-4.463183305847376,-0.7078325558298161,7
1795,Bronx,Throgs Neck,02 TWO FAMILY DWELLINGS                    ,1,5601,46,B1,2584 MILES AVENUE,10465,2,0,2,2250,4050,2000,1,B1,669000,40.81497532,-73.82792413,-2.641657438675743,0.3510594086559041,0
1303,Bronx,Melrose/Concourse,07 RENTALS - WALKUP APARTMENTS             ,2A,2449,11,C2,1128 GRANT AVENUE,10456,6,0,6,3500,5832,1927,2,C2,1000000,40.83162813,-73.9160823,2.128354452337728,-0.0956394476956207,5
6260,Queens,Bayside,02 TWO FAMILY DWELLINGS                    ,1,6262,28,S2,201-01 NORTHERN BOULEVARD,11361,2,1,3,1415,2800,1932,1,S2,1650000,40.75768762,-73.78190303,-2.7686632665947988,-0.4140293048627143,2
5716,Brooklyn,Sheepshead Bay,02 TWO FAMILY DWELLINGS                    ,1,8792,87,B1,3652 SHORE PARKWAY,11235,2,0,2,1476,1636,1945,1,B1,620000,40.58508474,-73.9405674,-3.4485354704732347,-1.091134847712607,2
1364,Bronx,Morrisania/Longwood,02 TWO FAMILY DWELLINGS                    ,1,2382,15,S2,424 EAST 161 STREET,10451,2,1,3,1430,3700,1931,1,S2,1070000,40.82386213,-73.91284192,-2.62736328578202,-0.2997500333051485,9
7092,Queens,Queens Village,03 THREE FAMILY DWELLINGS                  ,1,7970,173,C0,88-17 PONTIAC STREET,11427,3,0,3,2917,3190,1975,1,C0,858500,40.73005462,-73.73373955,-1.6585212427348008,0.16039552642322552,7
118,Manhattan,Greenwich Village-Central,07 RENTALS - WALKUP APARTMENTS             ,2,521,13,C5,307 MOTT STREET,10012,42,0,42,3731,15925,1880,2,C5,22112000,40.725145399999995,-73.99401571,43.090245035966994,-9.139903947999564,4
1903,Bronx,Williamsbridge,02 TWO FAMILY DWELLINGS                    ,1,4825,26,B1,665 EAST 223 STREET,10466,2,0,2,2285,2920,1960,1,B1,590000,40.88683276,-73.86254517,-2.876682577379052,-0.02021503411716024,11
5001,Brooklyn,Greenpoint,07 RENTALS - WALKUP APARTMENTS             ,2A,2599,31,C2,149 MESEROLE AVENUE,11222,6,0,6,2500,6000,1930,2,C2,2200000,40.72775257,-73.95075329,2.061220348956787,-0.5150156460391219,5
823,Bronx,Baychester,02 TWO FAMILY DWELLINGS                    ,1,4708,53,B1,1124 EAST 214TH STREET,10469,2,0,2,1900,2125,1945,1,B1,340000,40.87653525,-73.85328191,-3.2083753940416204,-0.6705416647967466,6
3486,Brooklyn,Canarsie,02 TWO FAMILY DWELLINGS                    ,1,8073,31,B9,1333 EAST 80TH   STREET,11236,2,0,2,2240,2560,1960,1,B9,20000,40.62930501,-73.90387072,-3.112720936070338,-0.3413550446623202,2
1001,Bronx,Bronxdale,07 RENTALS - WALKUP APARTMENTS             ,2,4570,19,C1,3034 HOLLAND,10467,13,0,13,3500,8524,1926,2,C1,1960565,40.87065499,-73.86519618,9.74802455124914,-2.6058550331053407,0
8,Manhattan,Alphabet City,14 RENTALS - 4-10 UNIT                     ,2A,394,5,S5,183 AVENUE B,10009,5,1,6,1779,3713,1910,2,S5,4750000,40.72773887,-73.9792244,0.989321595194522,-0.4701538944519449,4
835,Bronx,Baychester,02 TWO FAMILY DWELLINGS                    ,1,4755,19,B1,3233 BRUNER AVENUE,10469,2,0,2,1920,2585,1970,1,B1,515000,40.87565951,-73.83975057,-3.0791609705359884,-0.4401114915555592,0
6315,Queens,College Point,02 TWO FAMILY DWELLINGS                    ,1,3983,38,B1,131-07 131 STREET,11420,2,0,2,1815,3000,1999,1,B1,357000,40.67060419,-73.80750789,-3.09025619511562,-0.4270884752862556,5
296,Manhattan,Harlem-East,07 RENTALS - WALKUP APARTMENTS             ,2,1628,50,C7,1575 LEXINGTON AVENUE,10029,34,6,40,4837,24170,1920,2,C7,15000000,40.78890393,-73.94866588,37.730706053805626,-3.2225032725076592,3
4664,Brooklyn,Flatbush-North,01 ONE FAMILY DWELLINGS                    ,1,4609,77,A9,135 REMSEN AVENUE,11212,1,0,1,1800,2106,1935,1,A9,540000,40.66068256,-73.92870079999999,-4.214761327728793,-0.19371623734645976,6
6349,Queens,Corona,02 TWO FAMILY DWELLINGS                    ,1,1770,86,B2,39-12 104TH   STREET,11368,2,0,2,2500,2670,1920,1,B2,999900,40.75055204,-73.86209361,-2.813335543287085,0.1689513683421477,9
3308,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3450,60,B2,17 PILLING STREET,11207,2,0,2,1658,1989,1910,1,B2,660000,40.68284849,-73.90869257,-3.272366662730688,-0.8495856633828652,5
2732,Brooklyn,Bensonhurst,03 THREE FAMILY DWELLINGS                  ,1,6269,28,C0,1450 79TH   STREET,11228,3,0,3,2525,2600,1920,1,C0,1300000,40.61589293,-74.00635904,-1.8187941842874888,-0.2580711072228984,6
816,Bronx,Baychester,01 ONE FAMILY DWELLINGS                    ,1,4775,37,A5,3010 WICKHAM AVENUE,10469,1,0,1,1120,1384,1955,1,A5,270000,40.87122485,-73.83839186,-4.596203362819279,-1.0408875268317292,0
3833,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1373,65,B1,1481 STERLING PLACE,11213,2,0,2,2555,3492,1901,1,B1,555000,40.67141746,-73.92938886,-2.6774099484640805,0.3146756551261827,3
6206,Queens,Astoria,07 RENTALS - WALKUP APARTMENTS             ,2A,720,36,C2,28-26 47TH   STREET,11103,6,0,6,3000,5250,1928,2,C2,1775000,40.76216998,-73.90870593,1.9615419989578051,-0.4564679733687241,4
7429,Queens,Woodhaven,02 TWO FAMILY DWELLINGS                    ,1,8898,30,B1,7411 87TH ROAD,11421,2,0,2,2000,3192,1901,1,B1,790000,40.68988139,-73.86729712,-2.8659145115729414,-0.1684223482086015,7
1271,Bronx,Melrose/Concourse,03 THREE FAMILY DWELLINGS                  ,1,2410,33,C0,322 EAST 151 STREET,10451,3,0,3,2368,2880,1899,1,C0,685000,40.81821498,-73.919891,-1.8517009055349443,-0.5043214512624768,9
3803,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1308,46,S2,325 EMPIRE BOULEVARD,11225,2,1,3,2842,5610,1920,1,S2,2200000,40.66387342,-73.95151409,-1.616533644024878,1.7834584488661347,9
1520,Bronx,Mott Haven/Port Morris,21 OFFICE BUILDINGS                        ,4,2327,39,O5,354 EAST 149 STREET,10455,0,5,5,16575,33150,1957,4,O5,17500000,40.8164432,-73.91940603,10.199848727320758,27.54399146042725,9
2289,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1708,57,B3,48 ROCHESTER AVENUE,11233,2,0,2,1480,1944,1901,1,B3,460000,40.67759904,-73.92754906,-3.3611441890543734,-1.0789200237928402,9
2549,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1995,33,C0,17 JEFFERSON AVENUE,11238,3,0,3,2100,3424,1899,1,C0,815848,40.68252541,-73.95678468,-1.8008646525528078,-0.5240567932341871,3
745,Manhattan,Washington Heights Lower,07 RENTALS - WALKUP APARTMENTS             ,2B,2117,17,C4,538 WEST 159 STREET,10032,10,0,10,2505,9685,1913,2,C4,5355000,40.83479081,-73.94283513,7.3718108029972935,-0.5233008527361548,8
2536,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1912,58,C0,311 WILLOUGHBY AVENUE,11205,3,0,3,1750,2652,1901,1,C0,1600000,40.69268535,-73.95849526,-1.9543345037485669,-0.8129648826246204,9
2402,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1869,15,B1,298 HERKIMER STREET,11216,2,0,2,1505,2268,1901,1,B1,1725000,40.67926454,-73.94343345,-3.0716011326123223,-0.5799229161554823,4
3501,Brooklyn,Canarsie,02 TWO FAMILY DWELLINGS                    ,1,8115,49,B1,684 EAST 98TH   STREET,11236,2,0,2,2000,2208,1925,1,B1,497000,40.65300202,-73.90963339,-3.163740644246017,-0.5348184582950465,7
1558,Bronx,Mount Hope/Mount Eden,07 RENTALS - WALKUP APARTMENTS             ,2,2849,70,C1,1727 WALTON AVENUE,10453,56,0,56,12500,45310,1925,2,C1,19100000,40.84654188,-73.91099796,65.66736805872453,-1.0028287423765885,5
3304,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3445,27,B2,100 MOFFAT STREET,11207,2,0,2,1925,2889,1899,1,B2,1150000,40.68560111,-73.90826113,-2.8985670542364286,-0.21621541204427167,5
1114,Bronx,Fordham,02 TWO FAMILY DWELLINGS                    ,1,3178,13,B1,2078 WALTON AVENUE,10453,2,0,2,2536,2782,1901,1,B1,575000,40.85426081,-73.90568825,-2.8147815194217944,0.09129221477686626,5
3492,Brooklyn,Canarsie,02 TWO FAMILY DWELLINGS                    ,1,8081,74,B9,1411 EAST 84TH STREET,11236,2,0,2,1800,1944,1960,1,B9,650000,40.6289446,-73.90093242,-3.2807043670289087,-0.7058683089950728,2
1747,Bronx,Soundview,07 RENTALS - WALKUP APARTMENTS             ,2A,3739,16,C3,1128 WHEELER AVE,10472,4,0,4,2500,3200,1929,2,C3,515000,40.82672410000001,-73.87966625,-0.8073686177944518,-0.8392854253688117,5
3251,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3376,17,B2,1280 PUTNAM AVENUE,11221,2,0,2,1750,1839,1910,1,B2,1290000,40.69262136,-73.91424915,-3.1778724547815136,-0.6295023392146774,5
1966,Bronx,Woodlawn,07 RENTALS - WALKUP APARTMENTS             ,2A,3376,73,C2,263 EAST 235 STREET,10470,5,0,5,2850,3652,1929,2,C2,10,40.89749536,-73.86837390000002,0.3019497512510001,-1.0807790230781045,0
5587,Brooklyn,Park Slope South,02 TWO FAMILY DWELLINGS                    ,1,1054,38,B2,20 WEBSTER PLACE,11215,2,0,2,1784,2010,1901,1,B2,2525000,40.66288744,-73.98715729999998,-2.9256995014538902,-0.18597982330995544,4
4030,Brooklyn,Cypress Hills,03 THREE FAMILY DWELLINGS                  ,1,4125,14,C0,260 RIDGEWOOD AVENUE,11208,3,0,3,3220,3408,1901,1,C0,600000,40.68379998,-73.87905336,-1.5277926790917054,0.33872009191265795,0
6933,Queens,Maspeth,02 TWO FAMILY DWELLINGS                    ,1,2380,59,B1,54-32 66TH   STREET,11378,2,0,2,1860,2608,1955,1,B1,1100000,40.72820093,-73.89876861,-3.0129601766258363,-0.32188945930215723,8
2669,Brooklyn,Bensonhurst,01 ONE FAMILY DWELLINGS                    ,1,6172,30,A5,1858 70TH STREET,11204,1,0,1,1850,2353,1901,1,A5,888000,40.61537402,-73.99166557,-4.0740951316943255,-0.0017604102775245227,6
6346,Queens,Corona,02 TWO FAMILY DWELLINGS                    ,1,1760,12,B1,37-18 98 STREET,11368,2,0,2,2500,2520,1935,1,B1,950000,40.75151704,-73.86881208,-2.864220010460245,0.12142623203632065,9
2041,Brooklyn,Bay Ridge,02 TWO FAMILY DWELLINGS                    ,1,5771,15,S2,6812 FORT HAMILTON PARKWA,11219,2,1,3,2600,3300,1925,1,S2,1350000,40.62893842,-74.01181868,-2.3756992092438023,0.6292266496684165,11
962,Bronx,Belmont,14 RENTALS - 4-10 UNIT                     ,2A,3075,18,S9,2423 CAMBRELENG AVE,10458,3,2,5,1900,3400,1931,2,S9,850000,40.85522716,-73.88484776,-1.3997258385313285,-0.5066998363310328,0
5979,Brooklyn,Williamsburg-North,01 ONE FAMILY DWELLINGS                    ,1,2331,53,A4,265 NORTH 6 ST,11211,1,0,1,1045,2220,1899,1,A4,4150000,40.71478976,-73.95426625,-3.786365642993322,0.26564130818828946,4
5041,Brooklyn,Kensington,07 RENTALS - WALKUP APARTMENTS             ,2A,5334,22,C2,290 EAST 2ND STREET,11218,6,0,6,3000,4968,1931,2,C2,1360000,40.64437349,-73.97857919,1.8071313233016053,-0.6648757323427984,0
3222,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3283,15,B3,592 VAN BUREN STREET,11221,2,0,2,1800,2160,1920,1,B3,929000,40.69237862,-73.92580915,-3.15101994849874,-0.5897378649653959,1
6603,Queens,Flushing-North,02 TWO FAMILY DWELLINGS                    ,1,6374,50,B9,136-01 59TH   AVENUE,11355,2,0,2,2017,2740,1950,1,B9,1200000,40.74425039,-73.82938057,-2.9185190516661286,-0.12620845132591024,6
2774,Brooklyn,Bensonhurst,22 STORE BUILDINGS                         ,4,6348,55,K2,2257 86TH   STREET,11214,0,1,1,2000,3000,1928,4,K2,10,40.60099697,-73.99228532,-4.790933626667097,0.6690148461385556,2
6834,Queens,Jackson Heights,07 RENTALS - WALKUP APARTMENTS             ,2A,1086,21,C3,23-24 93RD STREET,11369,4,0,4,2000,2880,1962,2,C3,660000,40.7672873,-73.87712773,-1.0287014742873084,-1.2815099869210689,4
2143,Brooklyn,Bay Ridge,14 RENTALS - 4-10 UNIT                     ,2B,5950,11,S9,7601 3 AVENUE,11209,5,3,8,1520,4540,1929,2,S9,516667,40.63063376,-74.02808827,0.8459186790940784,-1.5364435696045589,11
3755,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1162,25,B3,442 PROSPECT PLACE,11238,2,0,2,2227,2343,1915,1,B3,2080000,40.67604569,-73.96177758,-2.7999021790280474,0.16231089722401815,9
186,Manhattan,Harlem-Central,02 TWO FAMILY DWELLINGS                    ,1,1949,7,B3,355 WEST 122ND STREET,10027,2,0,2,1615,3840,1899,1,B3,500000,40.80919421,-73.95476892,-2.841489191458756,-0.3772785111522622,9
2746,Brooklyn,Bensonhurst,07 RENTALS - WALKUP APARTMENTS             ,2A,5571,49,C3,2057 68TH STREET,11204,4,0,4,2800,3510,1931,2,C3,250000,40.61393698,-73.98618593,-0.7283358066025838,-0.5748162671205777,6
6087,Queens,Arverne,02 TWO FAMILY DWELLINGS                    ,1,15973,39,B2,407 BEACH 48 STREET,11691,2,0,2,1902,2120,2004,1,B2,418724,40.59569493,-73.77909934,-3.281544343723197,-0.6010766994027515,10
67,Manhattan,East Village,02 TWO FAMILY DWELLINGS                    ,1,436,1,S2,138 1 AVENUE,10009,2,1,3,1200,3360,1900,1,S2,3000000,40.72785896,-73.98508475,-2.4588756285011497,-0.042843403126456216,3
3757,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1208,37,B2,1376 PACIFIC STREET,11216,2,0,2,1667,2630,1901,1,B2,800000,40.67734057,-73.94484203,-3.09036221842461,-0.6124737141095979,3
2531,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1867,57,C0,40 NEW YORK AVENUE,11216,3,0,3,2500,3520,1901,1,C0,1635000,40.67885093,-73.94690903,-1.5348242734327049,0.08511923852980142,9
2620,Brooklyn,Bedford Stuyvesant,07 RENTALS - WALKUP APARTMENTS             ,2B,1865,42,C1,72 HERKIMER STREET,11216,8,0,8,2183,6400,1910,2,C1,3400000,40.6796675,-73.95094420000002,4.211289666440623,-1.3483322525012196,8
3809,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1334,51,B9,1621 PACIFIC ST,11213,2,0,2,1667,1848,1905,1,B9,11750,40.67696146,-73.93695238,-3.4055450083470338,-1.0834101011257695,3
3176,Brooklyn,Brownsville,22 STORE BUILDINGS                         ,4,3524,12,K4,1746 PITKIN AVENUE,11212,1,2,3,2500,5957,1930,4,K4,1070000,40.67000663,-73.90855804,-2.571456739958614,1.8660948670492048,5
3453,Brooklyn,Bushwick,22 STORE BUILDINGS                         ,4,3279,2,K4,427 KNICKERBOCKER AVENUE,11237,0,1,1,2500,4470,1931,4,K4,6000000,40.69951921,-73.91955846,-3.3166840240313564,3.334625855655886,1
2554,Brooklyn,Bedford Stuyvesant,07 RENTALS - WALKUP APARTMENTS             ,2A,1620,40,C3,850 GREENE AVENUE,11221,4,0,4,2000,2100,1931,2,C3,140000,40.69031662,-73.93412674,-1.2933882372073668,-1.7018297896530783,8
3432,Brooklyn,Bushwick,07 RENTALS - WALKUP APARTMENTS             ,2A,3420,40,C2,37 SCHAEFER STREET,11207,6,0,6,2500,4200,1912,2,C2,1450000,40.68543361,-73.91202541,1.5137013434256297,-1.3041972230590648,0
3235,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3352,20,B2,256 PALMETTO STREET,11221,2,0,2,1700,2040,1910,1,B2,780000,40.69578011,-73.91466913,-3.2263953090129576,-0.7628639664714754,0
6537,Queens,Elmhurst,22 STORE BUILDINGS                         ,4,1510,17,K2,89-43 ELMHURST AVENUE,11373,0,3,3,798,2010,1987,4,K2,1130000,40.74801288,-73.87653163,-4.743882653524617,-0.09006766507393886,8
7701,Staten Island,Stapleton,02 TWO FAMILY DWELLINGS                    ,1,492,4,S2,593 BAY STREET,10304,2,1,3,2237,4144,1931,1,S2,25000,40.62736287,-74.07602483,-2.4936815971284214,0.19265072254360044,8
6227,Queens,Astoria,14 RENTALS - 4-10 UNIT                     ,2A,582,29,S9,28-05 34TH   AVENUE,11106,2,3,5,2000,3840,1950,2,S9,1305000,40.7606919,-73.92936869,-1.9710309958599996,0.4548243993203033,4
6018,Brooklyn,Williamsburg-South,08 RENTALS - ELEVATOR APARTMENTS           ,2A,2471,8,D2,103 BROADWAY,11249,4,1,5,1697,7750,1900,2,D2,5100000,40.71041339999999,-73.96483941,1.00519961495811,1.3020340977750149,3
2090,Brooklyn,Bay Ridge,02 TWO FAMILY DWELLINGS                    ,1,6019,59,B1,547 84TH STREET,11209,2,0,2,2500,2560,1925,1,B1,1375000,40.62215707,-74.02412807,-2.7983527334693923,0.2527140822444546,11
3320,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3469,17,B1,74 ABERDEEN STREET,11207,2,0,2,1675,2271,1905,1,B1,1100000,40.68294628,-73.90503077,-3.127122354974075,-0.6220724930529716,1
5752,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,646,36,S2,222 22ND   STREET,11232,2,1,3,2500,3500,1910,1,S2,1175000,40.66109004,-73.99460707,-2.3719106428272188,0.5416611530492306,4
2003,Brooklyn,Bath Beach,03 THREE FAMILY DWELLINGS                  ,1,6392,45,C0,88 BAY 8TH   STREET,11228,3,0,3,2248,2970,1930,1,C0,930000,40.610032200000006,-74.01221338,-1.8752574439543328,-0.4783033966012235,11
7219,Queens,Ridgewood,02 TWO FAMILY DWELLINGS                    ,1,3618,76,B1,64-19 MADISON STREET,11385,2,0,2,2000,2528,1910,1,B1,1050000,40.70780103,-73.89454833,-2.981196159505491,-0.28398385527202097,1
3028,Brooklyn,Borough Park,07 RENTALS - WALKUP APARTMENTS             ,2A,5600,22,C3,1440 42ND STREET,11219,4,0,4,2003,2813,1930,2,C3,180000,40.63695504,-73.98481682,-1.1246073001255832,-1.4713961670772069,6
5097,Brooklyn,Marine Park,01 ONE FAMILY DWELLINGS                    ,1,8476,42,A5,1804 EAST 33RD STREET,11234,1,0,1,2000,2040,1925,1,A5,685000,40.61143411,-73.93702108,-4.154094878171112,-0.013173199127818844,10
4039,Brooklyn,Cypress Hills,03 THREE FAMILY DWELLINGS                  ,1,4148,63,C0,310 AUTUMN AVENUE,11208,3,0,3,2000,2264,1920,1,C0,69286,40.6825949,-73.86994763,-2.2388355290335467,-1.1670986583662393,0
2551,Brooklyn,Bedford Stuyvesant,07 RENTALS - WALKUP APARTMENTS             ,2B,1618,8,C7,19 PATCHEN AVENUE,11221,7,1,8,1838,6500,1931,2,C7,380255,40.69170476,-73.92779783,2.8872213307635333,-1.9002163177850648,3
4904,Brooklyn,Gravesend,02 TWO FAMILY DWELLINGS                    ,1,7099,23,B2,2044 WEST 6TH   STREET,11223,2,0,2,2000,2118,1925,1,B2,250000,40.59772641,-73.9777766,-3.232489809505355,-0.6361226411205926,2
